Date,AAPL,ABT,ADBE,AMZN,BAC,CMCSA,COST,CRM,CSCO,CVX,DHR,DIS,GOOG,HD,INTC,JPM,KO,LLY,MA,MCD,MDT,META,MRK,MSFT,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,SPY,T,TMO,TSLA,UNH,V,VZ,WMT,XOM
2025-05-06,198.25001525878906,133.05999755859375,382.9800109863281,185.00999450683594,40.600738525390625,34.4900016784668,1010.5,273.3599853515625,59.220001220703125,133.96823120117188,190.0500030517578,92.16999816894531,165.0016632080078,357.160400390625,19.940000534057617,249.25,71.21366882324219,773.534423828125,558.989990234375,315.0034484863281,82.31999969482422,587.3099975585938,79.04000091552734,432.5159606933594,1137.68994140625,56.66343688964844,113.53211975097656,147.6999969482422,129.32102966308594,22.451683044433594,159.25,558.7999877929688,28.15999984741211,406.5986022949219,275.3500061035156,394.510009765625,347.1235046386719,44.150001525878906,98.31230163574219,103.75440216064453
2025-05-07,195.99298095703125,133.9499969482422,384.9700012207031,188.7100067138672,40.69021224975586,34.38999938964844,1007.1500244140625,278.2300109863281,59.56999969482422,134.1559295654297,193.08999633789062,102.08999633789062,152.61656188964844,360.50958251953125,20.309999465942383,249.38999938964844,71.88887023925781,775.1311645507812,566.3300170898438,316.33587646484375,83.16000366210938,596.8099975585938,79.12000274658203,432.555908203125,1155.4100341796875,58.23300552368164,117.05187225341797,149.3699951171875,130.4882049560547,22.363370895385742,159.2899932861328,561.1500244140625,28.100000381469727,407.427734375,276.2200012207031,391.05999755859375,349.26995849609375,43.88999938964844,98.59162902832031,103.65531921386719
2025-05-08,197.2313690185547,134.0,383.989990234375,192.0800018310547,41.356285095214844,34.220001220703125,1007.7100219726562,279.739990234375,59.709999084472656,135.39088439941406,194.82000732421875,105.12000274658203,155.56301879882812,362.6065368652344,21.0,253.47000122070312,70.66754913330078,749.912841796875,567.1199951171875,311.7220153808594,83.62000274658203,598.010009765625,77.6500015258789,437.3670654296875,1144.4300537109375,58.52109146118164,117.36185455322266,150.3000030517578,130.00352478027344,22.53999900817871,158.64999389648438,565.0599975585938,27.469999313354492,410.3547058105469,284.82000732421875,385.54998779296875,350.68756103515625,43.61000061035156,97.19499969482422,105.10198974609375
2025-05-09,198.27000427246094,133.24000549316406,383.2799987792969,193.05999755859375,41.54517364501953,34.25,1008.0900268554688,275.4200134277344,59.77000045776367,136.82345581054688,189.72999572753906,105.94000244140625,154.1946563720703,360.4698181152344,21.420000076293945,253.0800018310547,70.02214050292969,733.0673828125,568.6400146484375,311.91094970703125,83.4800033569336,592.489990234375,75.97000122070312,437.9260559082031,1140.219970703125,57.91511535644531,116.64189910888672,150.33999633789062,129.02427673339844,22.280000686645508,157.66000366210938,564.3400268554688,27.84000015258789,402.7126159667969,298.260009765625,380.6400146484375,351.9554748535156,43.61000061035156,96.72000122070312,106.33067321777344
2025-05-12,210.7899932861328,131.99000549316406,395.94000244140625,208.63999938964844,43.10597610473633,34.720001220703125,1016.1500244140625,288.82000732421875,61.66999816894531,139.915771484375,200.8300018310547,110.48999786376953,159.38841247558594,374.26409912109375,22.18000030517578,260.04998779296875,69.03913116455078,754.0244140625,578.27001953125,310.1609191894531,85.80999755859375,639.4299926757812,80.43000030517578,448.4367370605469,1110.0,62.16686248779297,122.99146270751953,157.22000122070312,130.2508087158203,23.09000015258789,160.89999389648438,582.989990234375,27.010000228881836,432.1421203613281,318.3800048828125,378.75,355.260009765625,43.0,96.75,108.1637954711914
2025-05-13,212.92999267578125,129.0500030517578,397.3999938964844,211.3699951171875,44.02058410644531,34.790000915527344,999.030029296875,289.1700134277344,61.779998779296875,140.63699340820312,196.61000061035156,111.37999725341797,160.69683837890625,371.2926025390625,22.559999465942383,263.010009765625,68.47315216064453,744.5338745117188,576.5900268554688,306.9490966796875,85.11000061035156,656.030029296875,76.62999725341797,448.3169860839844,1138.43994140625,61.97811508178711,129.9209747314453,162.27000427246094,128.8956756591797,22.8700008392334,158.72999572753906,586.8400268554688,26.450000762939453,428.50592041015625,334.07000732421875,311.3800048828125,356.1400146484375,42.650001525878906,95.87999725341797,108.46105194091797
2025-05-14,212.3300018310547,128.55999755859375,399.4700012207031,210.25,44.4778938293457,34.560001373291016,991.5399780273438,290.739990234375,61.290000915527344,139.96517944335938,187.82000732421875,112.94000244140625,166.60972595214844,370.5074462890625,21.520000457763672,265.6400146484375,68.67174530029297,714.0962524414062,573.280029296875,305.76580810546875,84.25,659.3599853515625,73.47000122070312,452.1099853515625,1150.989990234375,61.322471618652344,135.33059692382812,162.9499969482422,127.05587005615234,22.020000457763672,158.02000427246094,587.5900268554688,26.440000534057617,405.62957763671875,347.67999267578125,308.010009765625,356.4599914550781,42.349998474121094,96.83000183105469,107.48999786376953
2025-05-15,211.4499969482422,133.35000610351562,404.69000244140625,205.1699981689453,44.12000274658203,35.33000183105469,1010.469970703125,290.760009765625,64.26000213623047,140.54806518554688,190.9499969482422,112.22000122070312,165.201416015625,376.2915344238281,21.549999237060547,267.489990234375,71.10444641113281,731.7899780273438,582.2000122070312,312.7064514160156,86.11000061035156,643.8800048828125,74.80000305175781,453.1300048828125,1177.97998046875,61.98805236816406,134.8206329345703,159.39999389648438,130.07276916503906,22.600000381469727,162.41000366210938,590.4600219726562,27.329999923706055,404.5107421875,342.82000732421875,274.3500061035156,362.29998779296875,43.47999954223633,96.3499984741211,108.58000183105469
2025-05-16,211.25999450683594,134.8000030517578,417.1300048828125,205.58999633789062,44.428184509277344,35.47999954223633,1025.8299560546875,291.1499938964844,63.619998931884766,140.3900146484375,196.11000061035156,113.41999816894531,167.22898864746094,378.42822265625,21.65999984741211,267.55999755859375,71.49169158935547,757.3900146484375,583.280029296875,316.8131408691406,86.44000244140625,640.3400268554688,76.05999755859375,454.2699890136719,1191.530029296875,62.693363189697266,135.39059448242188,160.49000549316406,130.5475616455078,22.829999923706055,163.27999877929688,594.2000122070312,27.719999313354492,411.6333923339844,349.9800109863281,291.9100036621094,365.1199951171875,43.9900016784668,98.23999786376953,108.19000244140625
2025-05-19,208.77999877929688,135.5500030517578,420.67999267578125,206.16000366210938,44.50771713256836,35.439998626708984,1034.3399658203125,287.6300048828125,63.91999816894531,138.49000549316406,196.41000366210938,112.66000366210938,167.66845703125,377.0368957519531,21.3799991607666,264.8800048828125,71.42218780517578,755.1099853515625,586.4099731445312,319.41839599609375,86.97000122070312,640.4299926757812,77.2300033569336,458.8699951171875,1191.6400146484375,61.670166015625,135.5605926513672,159.63999938964844,130.359619140625,23.0,164.77000427246094,594.8499755859375,28.020000457763672,413.491455078125,342.0899963378906,315.8900146484375,367.8999938964844,44.310001373291016,98.12000274658203,106.47000122070312
